Tên tr??ng,N?m,Mã ngành,Tên ngành,T? h?p môn,?i?m chu?n,Ghi chú
??i H?c S? Ph?m K? Thu?t TPHCM,2020,7520119QK,K? thu?t Ch? t?o máy và Công nghi?p (Kettering M?),"A00, A01, D01, D90",16,Các ngành/ ch??ng trình ?ào t?o trình ?? ??i h?c - H? liên k?t qu?c t?
??i H?c S? Ph?m K? Thu?t TPHCM,2020,7520202QK,K? thu?t ?i?n - ?i?n t? (Kettering - M?),"A00, A01, D01, D90",16,Các ngành/ ch??ng trình ?ào t?o trình ?? ??i h?c - H? liên k?t qu?c t?
??i H?c S? Ph?m K? Thu?t TPHCM,2020,7520202QS,K? thu?t ?i?n - ?i?n t? (Sunderland - Anh),"A00, A01, D01, D90",16,Các ngành/ ch??ng trình ?ào t?o trình ?? ??i h?c - H? liên k?t qu?c t?
??i H?c S? Ph?m K? Thu?t TPHCM,2020,7520202QT,K? thu?t ?i?n - ?i?n t? (Tongyong- Hàn Qu?c),"A00, A01, D01, D90",16,Các ngành/ ch??ng trình ?ào t?o trình ?? ??i h?c - H? liên k?t qu?c t?
??i H?c S? Ph?m K? Thu?t TPHCM,2020,7580201QT,Xây d?ng (Tongmyong Hàn Qu?c),"A00, A01, D01, D90",16,Các ngành/ ch??ng trình ?ào t?o trình ?? ??i h?c - H? liên k?t qu?c t?
??i H?c S? Ph?m K? Thu?t TPHCM,2020,7810103QN,Qu?n lý Nhà hàng và Khách s?n (Northampton - Anh),"A01, C00, D01, D15",16,Các ngành/ ch??ng trình ?ào t?o trình ?? ??i h?c - H? liên k?t qu?c t?
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7140231D,S? ph?m Ti?ng Anh,D01; D96,27.25,H? ??i trà
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7210403D,Thi?t k? ?? h?a,V01; V07,24.25,H? ??i trà
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7210403D,Thi?t k? ?? h?a,V02; V08,24.75,H? ??i trà
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7210404C,Thi?t k? th?i trang,V01; V07; V09,21.25,H? Ch?t l??ng cao ti?ng Vi?t
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7210404C,Thi?t k? th?i trang,V02,21.75,H? Ch?t l??ng cao ti?ng Vi?t
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7210404D,Thi?t k? th?i trang,V01; V07; V09,21.25,H? ??i trà
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7210404D,Thi?t k? th?i trang,V02,21.75,H? ??i trà
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7220201D,Ngôn ng? Anh,D01; D96,26.25,H? ??i trà
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7340120D,Kinh doanh qu?c t?,A00,25.25,H? ??i trà
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7340120D,Kinh doanh qu?c t?,A01; D01; D90,25.75,H? ??i trà
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7340122C,Th??ng m?i ?i?n t?,A00,25.5,H? Ch?t l??ng cao ti?ng Vi?t
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7340122C,Th??ng m?i ?i?n t?,A01; D01; D90,26,H? Ch?t l??ng cao ti?ng Vi?t
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7340122D,Th??ng m?i ?i?n t?,A00,26,H? ??i trà
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7340122D,Th??ng m?i ?i?n t?,A01; D01; D90,26.5,H? ??i trà
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7340301C,K? toán,A00,23.75,H? Ch?t l??ng cao ti?ng Vi?t
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7340301C,K? toán,A01; D01; D90,24.25,H? Ch?t l??ng cao ti?ng Vi?t
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7340301D,K? toán,A00,24.75,H? ??i trà
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7340301D,K? toán,A01; D01; D90,25.25,H? ??i trà
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7480108A,Công ngh? k? thu?t máy tính,A00,25,H? ch?t l??ng cao ti?ng Anh
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7480108A,Công ngh? k? thu?t máy tính,A01; D01; D90,25.5,H? ch?t l??ng cao ti?ng Anh
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7480108C,Công ngh? k? thu?t máy tính,A00,25.5,H? ch?t l??ng cao ti?ng Vi?t
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7480108C,Công ngh? k? thu?t máy tính,A01; D01; D90,26,H? ch?t l??ng cao ti?ng Vi?t
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7480108D,Công ngh? k? thu?t máy tính,A00,26.5,H? ??i trà
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7480108D,Công ngh? k? thu?t máy tính,A01; D01; D90,27,H? ??i trà
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7480118D,H? th?ng nhúng và IoT,A00,26,H? ??i trà
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7480118D,H? th?ng nhúng và IoT,A01; D01; D90,26.5,H? ??i trà
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7480201A,Công ngh? thông tin,A00,25.75,H? ch?t l??ng cao ti?ng Anh
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7480201A,Công ngh? thông tin,A01; D01; D90,26.25,H? ch?t l??ng cao ti?ng Anh
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7480201C,Công ngh? thông tin,A00,26.25,H? ch?t l??ng cao ti?ng Vi?t
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7480201C,Công ngh? thông tin,A01; D01; D90,26.75,H? ch?t l??ng cao ti?ng Vi?t
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7480201D,Công ngh? thông tin,A00,26.75,H? ??i trà
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7480201D,Công ngh? thông tin,A01; D01; D90,27.25,H? ??i trà
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7480201NT,Công ngh? thông tin,A00,28.25,H? nhân tài
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7480201NT,Công ngh? thông tin,A01; D01; D90,28.75,H? nhân tài
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7480203D,K? thu?t d? li?u,A00,26.25,H? ??i trà
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7480203D,K? thu?t d? li?u,A01; D01; D90,26.75,H? ??i trà
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510102A,Công ngh? k? thu?t công trình xây d?ng,A00,19.5,H? ch?t l??ng cao ti?ng Anh
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510102A,Công ngh? k? thu?t công trình xây d?ng,A01; D01; D90,20,H? ch?t l??ng cao ti?ng Anh
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510102C,Công ngh? k? thu?t công trình xây d?ng,A00,20.5,H? ch?t l??ng cao ti?ng Vi?t
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510102C,Công ngh? k? thu?t công trình xây d?ng,A01; D01; D90,21,H? ch?t l??ng cao ti?ng Vi?t
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510102D,Công ngh? k? thu?t công trình xây d?ng,A00,24.5,H? ??i trà
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510102D,Công ngh? k? thu?t công trình xây d?ng,A01; D01; D90,25,H? ??i trà
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510106D,H? th?ng k? thu?t công trình xây d?ng,A00,23.75,H? ??i trà
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510106D,H? th?ng k? thu?t công trình xây d?ng,A01; D01; D90,24.25,H? ??i trà
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510201A,Công ngh? k? thu?t c? khí,A00,23.75,H? ch?t l??ng cao ti?ng Anh
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510201A,Công ngh? k? thu?t c? khí,A01; D01; D90,24.25,H? ch?t l??ng cao ti?ng Anh
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510201C,Công ngh? k? thu?t c? khí,A00,24.5,H? ch?t l??ng cao ti?ng Vi?t
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510201C,Công ngh? k? thu?t c? khí,A01; D01; D90,25,H? ch?t l??ng cao ti?ng Vi?t
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510201D,Công ngh? k? thu?t c? khí,A00,26,H? ??i trà
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510201D,Công ngh? k? thu?t c? khí,A01; D01; D90,26.5,H? ??i trà
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510202A,Công ngh? ch? t?o máy,A00,23,H? ch?t l??ng cao ti?ng Anh
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510202A,Công ngh? ch? t?o máy,A01; D01; D90,23.5,H? ch?t l??ng cao ti?ng Anh
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510202C,Công ngh? ch? t?o máy,A00,24,H? ch?t l??ng cao ti?ng Vi?t
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510202C,Công ngh? ch? t?o máy,A01; D01; D90,24.5,H? ch?t l??ng cao ti?ng Vi?t
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510202D,Công ngh? ch? t?o máy,A00,25.75,H? ??i trà
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510202D,Công ngh? ch? t?o máy,A01; D01; D90,26.25,H? ??i trà
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510202N,Công ngh? ch? t?o máy,A00,23.25,H? Ch?t l??ng cao Vi?t - Nh?t
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510202N,Công ngh? ch? t?o máy,A01; D01; D90,23.75,H? Ch?t l??ng cao Vi?t - Nh?t
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510203A,Công ngh? k? thu?t c? ?i?n t?,A00,24.25,H? ch?t l??ng cao ti?ng Anh
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510203A,Công ngh? k? thu?t c? ?i?n t?,A01; D01; D90,24.75,H? ch?t l??ng cao ti?ng Anh
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510203C,Công ngh? k? thu?t c? ?i?n t?,A00,24.85,H? ch?t l??ng cao ti?ng Vi?t
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510203C,Công ngh? k? thu?t c? ?i?n t?,A01; D01; D90,25.35,H? ch?t l??ng cao ti?ng Vi?t
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510203D,Công ngh? k? thu?t c? ?i?n t?,A00,26.25,H? ??i trà
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510203D,Công ngh? k? thu?t c? ?i?n t?,A01; D01; D90,26.75,H? ??i trà
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510203NT,Công ngh? k? thu?t c? ?i?n t?,A00,28.25,H? nhân tài
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510203NT,Công ngh? k? thu?t c? ?i?n t?,A01; D01; D90,28.75,H? nhân tài
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510205A,Công ngh? k? thu?t ô tô,A00,25.25,H? ch?t l??ng cao ti?ng Anh
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510205A,Công ngh? k? thu?t ô tô,A01; D01; D90,25.75,H? ch?t l??ng cao ti?ng Anh
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510205C,Công ngh? k? thu?t ô tô,A00,26,H? ch?t l??ng cao ti?ng Vi?t
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510205C,Công ngh? k? thu?t ô tô,A01; D01; D90,26.5,H? ch?t l??ng cao ti?ng Vi?t
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510205D,Công ngh? k? thu?t ô tô,A00,26.75,H? ??i trà
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510205D,Công ngh? k? thu?t ô tô,A01; D01; D90,27.25,H? ??i trà
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510205NT,Công ngh? k? thu?t ô tô,A00,28.25,H? nhân tài
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510205NT,Công ngh? k? thu?t ô tô,A01; D01; D90,28.75,H? nhân tài
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510206A,Công ngh? k? thu?t nhi?t,A00,20.25,H? ch?t l??ng cao ti?ng Anh
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510206A,Công ngh? k? thu?t nhi?t,A01; D01; D90,20.75,H? ch?t l??ng cao ti?ng Anh
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510206C,Công ngh? k? thu?t nhi?t,A00,23.25,H? ch?t l??ng cao ti?ng Vi?t
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510206C,Công ngh? k? thu?t nhi?t,A01; D01; D90,23.75,H? ch?t l??ng cao ti?ng Vi?t
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510206D,Công ngh? k? thu?t nhi?t,A00,25.15,H? ??i trà
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510206D,Công ngh? k? thu?t nhi?t,A01; D01; D90,25.65,H? ??i trà
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510208D,N?ng l??ng tái t?o,A00,24.75,H? ??i trà
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510208D,N?ng l??ng tái t?o,A01; D01; D90,25.25,H? ??i trà
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510209NT,Robot và trí tu? nhân t?o,A00,26.5,H? nhân tài
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510209NT,Robot và trí tu? nhân t?o,A01; D01; D90,27,H? nhân tài
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510301A,"Công ngh? k? thu?t ?i?n, ?i?n t?",A00,23.75,H? ch?t l??ng cao ti?ng Anh
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510301A,"Công ngh? k? thu?t ?i?n, ?i?n t?",A01; D01; D90,24.25,H? ch?t l??ng cao ti?ng Anh
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510301C,"Công ngh? k? thu?t ?i?n, ?i?n t?",A00,24.25,H? ch?t l??ng cao ti?ng Vi?t
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510301C,"Công ngh? k? thu?t ?i?n, ?i?n t?",A01; D01; D90,24.75,H? ch?t l??ng cao ti?ng Vi?t
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510301D,"Công ngh? k? thu?t ?i?n, ?i?n t?",A00,26,H? ??i trà
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510301D,"Công ngh? k? thu?t ?i?n, ?i?n t?",A01; D01; D90,26.5,H? ??i trà
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510302A,"Công ngh? k? thu?t ?i?n t?, vi?n thông",A00,23,H? ch?t l??ng cao ti?ng Anh
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510302A,"Công ngh? k? thu?t ?i?n t?, vi?n thông",A01; D01; D90,23.5,H? ch?t l??ng cao ti?ng Anh
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510302C,"Công ngh? k? thu?t ?i?n t?, vi?n thông",A00,23.75,H? ch?t l??ng cao ti?ng Vi?t
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510302C,"Công ngh? k? thu?t ?i?n t?, vi?n thông",A01; D01; D90,24.25,H? ch?t l??ng cao ti?ng Vi?t
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510302D,"Công ngh? k? thu?t ?i?n t?, vi?n thông",A00,25.5,H? ??i trà
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510302D,"Công ngh? k? thu?t ?i?n t?, vi?n thông",A01; D01; D90,26,H? ??i trà
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510302N,"Công ngh? k? thu?t ?i?n t?, vi?n thông",A00,21.75,H? Ch?t l??ng cao Vi?t - Nh?t
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510302N,"Công ngh? k? thu?t ?i?n t?, vi?n thông",A01; D01; D90,22.25,H? Ch?t l??ng cao Vi?t - Nh?t
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510303A,Công ngh? k? thu?t ?i?u khi?n và t? ??ng hóa,A00,25,H? ch?t l??ng cao ti?ng Anh
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510303A,Công ngh? k? thu?t ?i?u khi?n và t? ??ng hóa,A01; D01; D90,25.5,H? ch?t l??ng cao ti?ng Anh
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510303C,Công ngh? k? thu?t ?i?u khi?n và t? ??ng hóa,A00,25.5,H? ch?t l??ng cao ti?ng Vi?t
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510303C,Công ngh? k? thu?t ?i?u khi?n và t? ??ng hóa,A01; D01; D90,26,H? ch?t l??ng cao ti?ng Vi?t
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510303D,Công ngh? k? thu?t ?i?u khi?n và t? ??ng hóa,A00,26.5,H? ??i trà
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510303D,Công ngh? k? thu?t ?i?u khi?n và t? ??ng hóa,A01; D01; D90,27,H? ??i trà
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510303NT,Công ngh? k? thu?t ?i?u khi?n và t? ??ng hóa,A00,28.25,H? nhân tài
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510303NT,Công ngh? k? thu?t ?i?u khi?n và t? ??ng hóa,A01; D01; D90,28.75,H? nhân tài
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510401C,Công ngh? k? thu?t hóa h?c,A00; B00,25,H? ch?t l??ng cao ti?ng Vi?t
??i H?c S? Ph?m K? Thu?t TPHCM,2021,7510401C,Công ngh? k? thu?t hóa h?c,D07; D90,25.5,H? ch?t l??ng cao ti?ng Vi?t
