Tên trường,Mã ngành,Tên ngành,Tổ hợp môn,Điểm chuẩn,Ghi chú
Học Viện An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,A00,19.03,Điểm trúng tuyển nam; Địa bàn 1
Học Viện An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,A01,19.62,Điểm trúng tuyển nam; Địa bàn 1
Học Viện An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,C03,20.53,Điểm trúng tuyển nam; Địa bàn 1
Học Viện An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,D01,20.33,Điểm trúng tuyển nam; Địa bàn 1
Học Viện An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,A00,23.88,Điểm trúng tuyển nữ; Địa bàn 1
Học Viện An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,A01,25.66,Điểm trúng tuyển nữ; Địa bàn 1
Học Viện An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,C03,24.92,Điểm trúng tuyển nữ; Địa bàn 1
Học Viện An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,D01,25.3,Điểm trúng tuyển nữ; Địa bàn 1
Học Viện An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,A00,21.61,"Điểm trúng tuyển nam; Địa bàn 2; Tiêu chí phụ: Thí sinh có tổng điểm của 03 môn thuộc tổ hợp xét tuyển (chiếm tỷ lệ 40%) và điểm bài thi Bộ Công an (chiếm tỷ lệ 60%) được quy về thang điểm 30 làm tròn đến 02 chữ số thập phân (không tính điểm ưu tiên, điểm thưởng) đạt 21.11đ"
Học Viện An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,A01,22.39,Điểm trúng tuyển nam; Địa bàn 2
Học Viện An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,C03,21.84,Điểm trúng tuyển nam; Địa bàn 2
Học Viện An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,D01,21.89,Điểm trúng tuyển nam; Địa bàn 2
Học Viện An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,A00,24.69,Điểm trúng tuyển nữ; Địa bàn 2
Học Viện An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,A01,23.16,Điểm trúng tuyển nữ; Địa bàn 2
Học Viện An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,C03,24.56,Điểm trúng tuyển nữ; Địa bàn 2
Học Viện An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,D01,22.44,Điểm trúng tuyển nữ; Địa bàn 2
Học Viện An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,A00,20.06,Điểm trúng tuyển nam; Địa bàn 3
Học Viện An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,A01,20.92,Điểm trúng tuyển nam; Địa bàn 3
Học Viện An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,C03,21.63,Điểm trúng tuyển nam; Địa bàn 3
Học Viện An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,D01,20.96,Điểm trúng tuyển nam; Địa bàn 3
Học Viện An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,A00,22.13,Điểm trúng tuyển nữ; Địa bàn 3
Học Viện An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,A01,24.94,Điểm trúng tuyển nữ; Địa bàn 3
Học Viện An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,C03,25.3,Điểm trúng tuyển nữ; Địa bàn 3
Học Viện An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,D01,24.64,Điểm trúng tuyển nữ; Địa bàn 3
Học Viện An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,A00,19.12,Điểm trúng tuyển nam; Địa bàn 8
Học Viện An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,A01,19.47,Điểm trúng tuyển nam; Địa bàn 8
Học Viện An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,C03,20.24,Điểm trúng tuyển nam; Địa bàn 8
Học Viện An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,D01,18.3,Điểm trúng tuyển nam; Địa bàn 8
Học Viện An Ninh Nhân Dân,7480202,An toàn thông tin,A00,21.84,"Điểm trúng tuyển nam, Phía bắc"
Học Viện An Ninh Nhân Dân,7480202,An toàn thông tin,A01,17.94,"Điểm trúng tuyển nam, Phía bắc"
Học Viện An Ninh Nhân Dân,7480202,An toàn thông tin,A00,21.85,"Điểm trúng tuyển nữ, Phía bắc"
Học Viện An Ninh Nhân Dân,7480202,An toàn thông tin,A01,23.26,"Điểm trúng tuyển nữ, Phía bắc"
Học Viện An Ninh Nhân Dân,7480202,An toàn thông tin,A00,18.89,Điểm trúng tuyển nam; Phía Nam
Học Viện An Ninh Nhân Dân,7480202,An toàn thông tin,A01,17.67,Điểm trúng tuyển nam; Phía Nam
Học Viện An Ninh Nhân Dân,7480202,An toàn thông tin,A00,21.22,Điểm trúng tuyển nữ; Phía Nam
Học Viện An Ninh Nhân Dân,7480202,An toàn thông tin,A01,22,Điểm trúng tuyển nữ; Phía Nam
Học Viện An Ninh Nhân Dân,7720101,Y khoa,B00,15.64,Điểm trúng tuyển nam; Phía Bắc
Học Viện An Ninh Nhân Dân,7720101,Y khoa,B00,15.1,Điểm trúng tuyển nam; Phía Nam
Đại Học An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,A00,18.3,Điểm trúng tuyển nam; Địa bàn 4
Đại Học An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,A01,17.91,Điểm trúng tuyển nam; Địa bàn 4
Đại Học An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,C03,20.59,Điểm trúng tuyển nam; Địa bàn 4
Đại Học An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,D01,18.29,Điểm trúng tuyển nam; Địa bàn 4
Đại Học An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,A00,21.23,Điểm trúng tuyển nữ; Địa bàn 4
Đại Học An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,A01,23.3,Điểm trúng tuyển nữ; Địa bàn 4
Đại Học An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,C03,23.4,Điểm trúng tuyển nữ; Địa bàn 4
Đại Học An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,D01,23.79,Điểm trúng tuyển nữ; Địa bàn 4
Đại Học An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,A00,18.9,Điểm trúng tuyển nam; Địa bàn 5
Đại Học An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,A01,19.87,Điểm trúng tuyển nam; Địa bàn 5
Đại Học An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,C03,19.97,Điểm trúng tuyển nam; Địa bàn 5
Đại Học An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,D01,21.07,Điểm trúng tuyển nam; Địa bàn 5
Đại Học An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,A00,22.25,Điểm trúng tuyển nữ; Địa bàn 5
Đại Học An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,A01,22.82,Điểm trúng tuyển nữ; Địa bàn 5
Đại Học An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,C03,23.35,Điểm trúng tuyển nữ; Địa bàn 5
Đại Học An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,D01,23.38,Điểm trúng tuyển nữ; Địa bàn 5
Đại Học An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,A00,14.69,Điểm trúng tuyển nam; Địa bàn 6
Đại Học An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,A01,14.92,Điểm trúng tuyển nam; Địa bàn 6
Đại Học An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,C03,18.81,Điểm trúng tuyển nam; Địa bàn 6
Đại Học An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,D01,18.27,Điểm trúng tuyển nam; Địa bàn 6
Đại Học An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,A00,19.65,Điểm trúng tuyển nữ; Địa bàn 6
Đại Học An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,A01,22.36,Điểm trúng tuyển nữ; Địa bàn 6
Đại Học An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,C03,22.09,Điểm trúng tuyển nữ; Địa bàn 6
Đại Học An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,D01,21.45,Điểm trúng tuyển nữ; Địa bàn 6
Đại Học An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,A00,19.86,Điểm trúng tuyển nam; Địa bàn 7
Đại Học An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,A01,20.26,Điểm trúng tuyển nam; Địa bàn 7
Đại Học An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,C03,21.6,Điểm trúng tuyển nam; Địa bàn 7
Đại Học An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,D01,20.87,Điểm trúng tuyển nam; Địa bàn 7
Đại Học An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,A00,22.74,Điểm trúng tuyển nữ; Địa bàn 7
Đại Học An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,A01,24.35,Điểm trúng tuyển nữ; Địa bàn 7
Đại Học An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,C03,22.25,Điểm trúng tuyển nữ; Địa bàn 7
Đại Học An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,D01,24.41,Điểm trúng tuyển nữ; Địa bàn 7
Đại Học An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,A00,15.98,Điểm trúng tuyển nam; Địa bàn 8
Đại Học An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,A01,19.52,Điểm trúng tuyển nam; Địa bàn 8
Đại Học An Ninh Nhân Dân,7860100,Nghiệp vụ An ninh,C03,19.87,Điểm trúng tuyển nam; Địa bàn 8
Đại Học Bách Khoa Hà Nội,BF1y,Kỹ thuật Sinh học,A00; B00; D07,23.25,
Đại Học Bách Khoa Hà Nội,BF2y,Kỹ thuật Thực phẩm,A00; B00; D07,23.35,
Đại Học Bách Khoa Hà Nội,BF-E12y,Kỹ thuật Thực phẩm (CT tiên tiến),A00; B00; D07,23.35,
Đại Học Bách Khoa Hà Nội,CH1Y,Kỹ thuật Hoá học,A00; B00; D07,23.03,
Đại Học Bách Khoa Hà Nội,CH2y,Hoá học,A00; B00; D07,23.03,
Đại Học Bách Khoa Hà Nội,CH3y,Kỹ thuật in,A00; B00; D07,23.03,
Đại Học Bách Khoa Hà Nội,CH-E11y,Kỹ thuật Hóa dược (CT tiên tiến),A00; B00; D07,23.7,
Đại Học Bách Khoa Hà Nội,ED2y,Công nghệ giáo dục,A00; A01; D01,23.15,
Đại Học Bách Khoa Hà Nội,EE1y,Kỹ thuật Điện,A00; A01,23.05,
Đại Học Bách Khoa Hà Nội,EE2y,Kỹ thuật Điều khiển - Tự động hoá,A00; A01,27.61,
Đại Học Bách Khoa Hà Nội,EE-E18y,Hệ thống điện và năng lượng tái tạo (CT tiên tiến),A00; A01,23.55,
Đại Học Bách Khoa Hà Nội,EE-E8y,Kỹ thuật Điều khiển - Tự động hoá (CT tiên tiến),A00; A01,25.99,
Đại Học Bách Khoa Hà Nội,EE-Epy,Tin học công nghiệp và Tự động hóa (Chương trình Việt - Pháp PFIEV),A00; A01; D29,23.99,
Đại Học Bách Khoa Hà Nội,EM1y,Kinh tế công nghiệp,A00; A01; D01,24.3,
Đại Học Bách Khoa Hà Nội,EM2y,Quản lý công nghiệp,A00; A01; D01,23.3,
Đại Học Bách Khoa Hà Nội,EM3y,Quản trị kinh doanh,A00; A01; D01,25.35,
Đại Học Bách Khoa Hà Nội,EM4y,Kế toán,A00; A01; D01,25.2,
Đại Học Bách Khoa Hà Nội,EM5y,Tài chính - Ngân hàng,A00; A01; D01,25.2,
Đại Học Bách Khoa Hà Nội,EM-E13y,Phân tích kinh doanh (CT tiên tiến),D07; A01; D01,24.18,
Đại Học Bách Khoa Hà Nội,EM-E14y,Logistics và Quản lý chuỗi cung ứng (CT tiên tiến),D07; A01; D01,24.51,
Đại Học Bách Khoa Hà Nội,ET1y,Kỹ thuật Điện tử - Viễn thông,A00; A01,24.5,
Đại Học Bách Khoa Hà Nội,ET2y,Kỹ thuật Y sinh (mới),A00; A01,23.15,
Đại Học Bách Khoa Hà Nội,ET-E16y,Truyền thông số và Kỹ thuật đa phương tiện (CT tiên tiến),A00; A01,24.71,
Đại Học Bách Khoa Hà Nội,ET-E4y,Kỹ thuật Điện tử - Viễn thông (CT tiên tiến),A00; A01,24.19,
Đại Học Bách Khoa Hà Nội,ET-E5y,Kỹ thuật Y sinh (CT tiên tiến),A00; A01,23.89,
Đại Học Bách Khoa Hà Nội,ET-E9y,Hệ thống nhúng thông minh và IoT (CT tiên tiến),A00; A01; D28,24.14,
Đại Học Bách Khoa Hà Nội,ET-LUHY,Điện tử - Viễn thông - hợp tác với ĐH Leibniz Hannover (Đức),A00; A01; D26,23.15,
Đại Học Bách Khoa Hà Nội,EV1y,Kỹ thuật Môi trường,A00; B00; D07,23.03,
Đại Học Bách Khoa Hà Nội,EV2y,Quản lý tài nguyên và môi trường,A00; B00; D07,23.03,
Đại Học Bách Khoa Hà Nội,FL1y,Tiếng Anh KHKT và Công nghệ,D01,23.06,
Đại Học Bách Khoa Hà Nội,FL2y,Tiếng Anh chuyên nghiệp quốc tế,D01,23.06,
Đại Học Bách Khoa Hà Nội,HE1y,Kỹ thuật Nhiệt,A00; A01,23.26,
Đại Học Bách Khoa Hà Nội,IT2y,CNTT: Kỹ thuật Máy tính,A00; A01,28.29,
Đại Học Bách Khoa Hà Nội,IT-E6y,Công nghệ thông tin (Việt - Nhật),A00; A01,27.25,
Đại Học Bách Khoa Hà Nội,ME1y,Kỹ thuật Cơ điện tử,A00; A01,26.33,
Đại Học Bách Khoa Hà Nội,ME2y,Kỹ thuật Cơ khí,A00; A01,23.5,
Đại Học Bách Khoa Hà Nội,ME-E1y,Kỹ thuật Cơ điện tử (CT tiên tiến),A00; A01,24.28,
Đại Học Bách Khoa Hà Nội,ME-Guy,Cơ khí - Chế tạo máy - hợp tác với ĐH Griffith (Úc),A00; A01,23.36,
Đại Học Bách Khoa Hà Nội,ME-LUHy,Cơ điện tử - hợp tác với ĐH Leibniz Hannover (Đức),A00; A01; D26,23.29,
Đại Học Bách Khoa Hà Nội,ME-NUTy,Cơ điện tử - hợp tác với ĐHCN Nagaoka (Nhật Bản),A00; A01; D28,23.21,
Đại Học Bách Khoa Hà Nội,MI1y,Toán - Tin,A00; A01,26.45,
Đại Học Bách Khoa Hà Nội,MI2y,Hệ thống thông tin quản lý,A00; A01,26.54,
Đại Học Bách Khoa Hà Nội,MS1y,Kỹ thuật Vật liệu,A00; A01; D07,23.16,
Đại Học Bách Khoa Hà Nội,MS-E3y,KHKT Vật liệu (CT tiên tiến),A00; A01,23.16,
Đại Học Bách Khoa Hà Nội,PH1y,Vật lý kỹ thuật,A00; A01,23.29,
Đại Học Bách Khoa Hà Nội,PH2y,Kỹ thuật hạt nhân,A00; A01; A02,23.29,
Đại Học Bách Khoa Hà Nội,PH3y,Vật lý y khoa,A00; A01; A02,23.29,
Đại Học Bách Khoa Hà Nội,TE1y,Kỹ thuật Ô tô,A00; A01,26.41,
Đại Học Bách Khoa Hà Nội,TE2y,Kỹ thuật Cơ khí động lực,A00; A01,24.16,
Đại Học Bách Khoa Hà Nội,TE3y,Kỹ thuật Hàng không,A00; A01,24.23,
Đại Học Bách Khoa Hà Nội,TE-E2y,Kỹ thuật Ô tô (CT tiên tiến),A00; A01,24.06,
Đại Học Bách Khoa Hà Nội,TE-Epy,Cơ khí hàng không (Chương trình Việt - Pháp PFIEV),A00; A01; D29,23.55,
Đại Học Bách Khoa Hà Nội,TROY-Bay,Quản trị kinh doanh - hợp tác với ĐH Troy (Hoa Kỳ),A00; A01; D01,23.4,
Đại Học Bách Khoa Hà Nội,TROY-ITy,Khoa học máy tính - hợp tác với ĐH Troy (Hoa Kỳ),A00; A01; D01,25.15,
Đại Học Bách Khoa Hà Nội,TX1y,Kỹ thuật Dệt - May,A00; A01,23.1,
Đại học Y Dược Buôn Ma Thuột,7720101,Y khoa,A02; B00; B08,23,
Đại học Y Dược Buôn Ma Thuột,7720201,Dược học,A00; B00; D07,21,
Đại học Y Dược Buôn Ma Thuột,7720301,Điều dưỡng,A02; B00; B08,19,
Đại học Y Dược Buôn Ma Thuột,7720701,Y tế công cộng,A02; B00; B08,16,
Học Viện Biên Phòng,7860214,Ngành Biên phòng,A01,26.05,"Tuyển thẳng HSG bậc THPT, thí sinh nam miền Bắc"
Học Viện Biên Phòng,7860214,Ngành Biên phòng,A01,19.8,"Xét tuyển kết quả thi TN THPT, thí sinh nam miền Bắc"
Học Viện Biên Phòng,7860214,Ngành Biên phòng,A01,26.7,"Xét tuyển kết quả thi TN THPT, thí sinh nam Quân khu 4 (Quảng Trị - Thừa Thiên Huế)"
Học Viện Biên Phòng,7860214,Ngành Biên phòng,A01,24,"Xét tuyển kết quả thi TN THPT, thí sinh nam Quân khu 5"
Học Viện Biên Phòng,7860214,Ngành Biên phòng,A01,24.6,"Tuyển thẳng HSG bậc THPT, thí sinh nam Quân khu 7"
Học Viện Biên Phòng,7860214,Ngành Biên phòng,A01,23.5,"Xét tuyển kết quả thi TN THPT, thí sinh nam Quân khu 7"
Học Viện Biên Phòng,7860214,Ngành Biên phòng,A01,24.5,"Xét tuyển kết quả thi TN THPT, thí sinh nam Quân khu 9"
Học Viện Biên Phòng,7860214,Ngành Biên phòng,C00,28,"Tuyển thẳng HSG bậc THPT, thí sinh nam miền Bắc"
Học Viện Biên Phòng,7860214,Ngành Biên phòng,C00,28.75,"Xét tuyển kết quả thi TN THPT, thí sinh nam, miền Bắc. Thí sinh mức 28.75 điểm xét điểm môn Văn >= 9.25 điểm"
Học Viện Biên Phòng,7860214,Ngành Biên phòng,C00,28,"Xét tuyển kết quả thi TNTHPT, thí sinh nam Quân khu 4, thí sinh nam, miền Bắc. Thí sinh mức 28 điểm: TCP1 xét điểm môn Văn >= 8.25 điểm; TCP2 môn Sử ≥ 9.75"
Học Viện Biên Phòng,7860214,Ngành Biên phòng,C00,25.75,"Xét tuyển kết quả thi TN THPT, thí sinh nam Quân khu 5, miền Nam. Thí sinh mức 25.75 điểm: TCP1 xét điểm môn Văn >= 7.25 điểm; TCP2 môn Sử ≥ 9.25"
Học Viện Biên Phòng,7860214,Ngành Biên phòng,C00,25.75,"Xét tuyển điểm thi TN THPT, thí sinh nam Quân khu 7. Thí sinh mức 25.75 điểm xét điểm môn Văn >= 7.75"
Học Viện Biên Phòng,7860214,Ngành Biên phòng,C00,26.75,"Xét tuyển kết quả thi TN THPT, thí sinh nam Quân khu 9. Thí sinh mức 26.75 điểm xét điểm môn Văn >= 7.75"
Học Viện Biên Phòng,7380101,Ngành Luật,C00,28.25,"Thí sinh nam miền Bắc, xét tuyển kết quả thi TNTHPT. Thí sinh mức 28.25: TCP1: xét điểm môn Văn >= 8.5; TCP2: Sử = 10"
Học Viện Biên Phòng,7380101,Ngành Luật,C00,26.75,"Thí sinh nam miền Nam, xét tuyển kết quả thi TNTHPT. Thí sinh mức 26.75 xét điểm môn Văn >= 7.25"
Học Viện Công Nghệ Bưu Chính Viễn Thông ( Phía Bắc ),7520207,Kỹ thuật Điện tử viễn thông,A00; A01,25.6,TTNV <= 3
Học Viện Công Nghệ Bưu Chính Viễn Thông ( Phía Bắc ),7510301,"Công nghệ kỹ thuật Điện, điện tử",A00; A01,25.1,TTNV <= 2
Học Viện Công Nghệ Bưu Chính Viễn Thông ( Phía Bắc ),7480201,Công nghệ thông tin,A00; A01,27.25,TTNV = 1
Học Viện Công Nghệ Bưu Chính Viễn Thông ( Phía Bắc ),7480202,An toàn thông tin,A00; A01,26.7,TTNV <= 3
Học Viện Công Nghệ Bưu Chính Viễn Thông ( Phía Bắc ),7480101,Khoa học máy tính,A00; A01,26.9,TTNV <= 2
Học Viện Công Nghệ Bưu Chính Viễn Thông ( Phía Bắc ),7329001,Công nghệ đa phương tiện,A00; A01; D01,26.45,TTNV <= 3
Học Viện Công Nghệ Bưu Chính Viễn Thông ( Phía Bắc ),7320104,Truyền thông đa phương tiện,A00; A01; D01,26.2,TTNV = 1
Học Viện Công Nghệ Bưu Chính Viễn Thông ( Phía Bắc ),7320101,Báo chí,A00; A01; D01,24.4,TTNV <= 3
Học Viện Công Nghệ Bưu Chính Viễn Thông ( Phía Bắc ),7340101,Quản trị kinh doanh,A00; A01; D01,25.55,TTNV = 1
Học Viện Công Nghệ Bưu Chính Viễn Thông ( Phía Bắc ),7340122,Thương mại điện tử,A00; A01; D01,26.35,TTNV <= 3
Học Viện Công Nghệ Bưu Chính Viễn Thông ( Phía Bắc ),7340115,Marketing,A00; A01; D01,26.1,TTNV <= 2
Học Viện Công Nghệ Bưu Chính Viễn Thông ( Phía Bắc ),7340301,Kế toán,A00; A01; D01,25.35,TTNV <= 8
Học Viện Công Nghệ Bưu Chính Viễn Thông ( Phía Bắc ),7340205,Công nghệ tài chính (Fintech),A00; A01; D01,25.85,TTNV <= 6
Học Viện Công Nghệ Bưu Chính Viễn Thông (phía Nam),7520207,Kỹ thuật Điện tử viễn thông,A00; A01,21,TTNV <= 3
Học Viện Công Nghệ Bưu Chính Viễn Thông (phía Nam),7520208,Công nghệ Interner vạn vật (IoT),A00; A01,20.7,TTNV = 1
Học Viện Công Nghệ Bưu Chính Viễn Thông (phía Nam),7510301,"Công nghệ kỹ thuật Điện, điện tử",A00; A01,19,TTNV <= 2
Học Viện Công Nghệ Bưu Chính Viễn Thông (phía Nam),7520226,Kỹ thuật Điều khiển và tự động hóa,A00; A01,19.05,TTNV = 1
Học Viện Công Nghệ Bưu Chính Viễn Thông (phía Nam),7480201,Công nghệ thông tin,A00; A01,25.85,TTNV <= 7
Học Viện Công Nghệ Bưu Chính Viễn Thông (phía Nam),7480202,An toàn thông tin,A00; A01,25.05,TTNV <= 7
Học Viện Công Nghệ Bưu Chính Viễn Thông (phía Nam),7329001,Công nghệ đa phương tiện,A00; A01; D01,24.25,TTNV <= 8
Học Viện Công Nghệ Bưu Chính Viễn Thông (phía Nam),7340101,Quản trị kinh doanh,A00; A01; D01,21.7,TTNV <= 3
Học Viện Công Nghệ Bưu Chính Viễn Thông (phía Nam),7340115,Marketing,A00; A01; D01,24.85,TTNV <= 7
Học Viện Công Nghệ Bưu Chính Viễn Thông (phía Nam),7340301,Kế toán,A00; A01; D01,22.9,TTNV <= 7
Đại Học Bà Rịa – Vũng Tàu,7510605,Logistics và quản lý chuỗi cung ứng,A00; C00; C20; D01,15,
Đại Học Bà Rịa – Vũng Tàu,7810103,Quản trị dịch vụ du lịch và lữ hành,A00; C19; C20; D15,15,
Đại Học Bà Rịa – Vũng Tàu,7810201,Quản trị khách sạn,A00; C19; C20; D15,15,
Đại Học Bà Rịa – Vũng Tàu,7810202,Quản trị nhà hàng và dịch vụ ăn uống,A00; C19; C20; D15,15,
Đại Học Bà Rịa – Vũng Tàu,7340101,Quản trị kinh doanh,A00; C00; C20; D01,15,
Đại Học Bà Rịa – Vũng Tàu,7340120,Kinh doanh quốc tế,A00; A01; C14; D01,15,
Đại Học Bà Rịa – Vũng Tàu,7340201,Tài chính – Ngân hàng,A00; A01; C14; D01,15,
Đại Học Bà Rịa – Vũng Tàu,7340301,Kế toán,A00; A01; C14; D01,15,
Đại Học Bà Rịa – Vũng Tàu,7340115,Marketing,A00; C00; C20; D01,15,
Đại Học Bà Rịa – Vũng Tàu,7380101,Luật,A00; C20; C00; D01,15,
Đại Học Bà Rịa – Vũng Tàu,7310608,Đông phương học,C00; C19; C20; D01,15,
Đại Học Bà Rịa – Vũng Tàu,7220204,Ngôn ngữ Trung Quốc,A01; D01; D15; D66,15,
Đại Học Bà Rịa – Vũng Tàu,7220201,Ngôn ngữ Anh,A01; D01; D15; D66,15,
Đại Học Bà Rịa – Vũng Tàu,7310401,Tâm lý học,C00; C19; C20; D01,15,
Đại Học Bà Rịa – Vũng Tàu,7480201,Công nghệ thông tin,A00; A01; C01; D01,15,
Đại Học Bà Rịa – Vũng Tàu,7510201,Công nghệ kỹ thuật cơ khí,A00; A01; C01; D01,15,
Đại Học Bà Rịa – Vũng Tàu,7510205,Công nghệ kỹ thuật ô tô,A00; A01; C01; D01,15,
Đại Học Bà Rịa – Vũng Tàu,7510301,"Công nghệ kỹ thuật điện, điện tử",A00; A01; C01; D01,15,
Đại Học Bà Rịa – Vũng Tàu,7510102,Công nghệ kỹ thuật công trình xây dựng,A00; A01; C01; D01,15,
Đại Học Bà Rịa – Vũng Tàu,7510401,Công nghệ kỹ thuật hoá học,A00; B00; C02; D07,15,
Đại Học Bà Rịa – Vũng Tàu,7540101,Công nghệ thực phẩm,A00; B00; B03; B08,15,
Đại Học Bà Rịa – Vũng Tàu,7720301,Điều dưỡng,A02; B00; B03; C08,19,
Đại Học Bà Rịa – Vũng Tàu,7720201,Dược học,A00; A02; B00; B08,21,
Đại Học Công Nghiệp Dệt May Hà Nội,7210404,Thiết kế thời trang,D01; V00; V01; H00,19,
Đại Học Công Nghiệp Dệt May Hà Nội,7540209,Công nghệ may,A00; A01; B00; D01,18,
Đại Học Công Nghiệp Dệt May Hà Nội,7510201,Công nghệ kỹ thuật cơ khí,A00; A01; B00; D01,17,
Đại Học Công Nghiệp Dệt May Hà Nội,7510301,"Công nghệ kỹ thuật điện, điện tử",A00; A01; B00; D01,17,
Đại Học Công Nghiệp Dệt May Hà Nội,7540202,Công nghệ Sợi Dệt,A00; A01; B00; D01,17,
Đại Học Công Nghiệp Dệt May Hà Nội,7340301,Kế toán,A00; A01; B00; D01,17,
Đại Học Công Nghiệp Dệt May Hà Nội,7340115,Marketing,A00; A01; B00; D01,17,
Đại Học Công Nghiệp Dệt May Hà Nội,7510601,Quản lý công nghiệp,A00; A01; B00; D01,17,
Đại học Kinh Tế Nghệ An,7310101,Kinh tế,A00; A01; B00; D01,15,
Đại học Kinh Tế Nghệ An,7340101,Quản trị kinh doanh,A00; A01; B00; D01,13,
Đại học Kinh Tế Nghệ An,7340201,Tài chính ngân hàng,A00; A01; B00; D01,15.5,
Đại học Kinh Tế Nghệ An,7340301,Kế toán,A00; A01; B00; D01,15,
Đại học Kinh Tế Nghệ An,7620201,Lâm học,A00; A01; B00; D01,15.5,
Đại học Kinh Tế Nghệ An,7640101,Thú y (Bác sĩ thú y),A00; A01; B00; D01,14,
Đại học Kinh Tế Nghệ An,7850103,Quản lý đất đai,A00; A01; B00; D01,15.5,
Đại Học CMC,7480201,Công nghệ thông tin,A00; A01; D01; D90,22.5,
Đại Học CMC,7340101,Quản trị kinh doanh,A00; A01; C00; D01,22,
Đại Học CMC,7220209,Ngôn ngữ Nhật,A01; C00; D01; D06,20,
Đại Học CMC,7220210,Ngôn ngữ Hàn Quốc,A01; C00; D01; D10,21.5,
Đại Học CMC,7210403,Thiết kế đồ họa,A00; A01; C01; D90,22,
Học Viện Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,A00,19.46,Điểm trúng tuyển nam; Địa bàn 1
Học Viện Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,A01,19.35,Điểm trúng tuyển nam; Địa bàn 1
Học Viện Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,C03,21,Điểm trúng tuyển nam; Địa bàn 1
Học Viện Cảnh Sát Nhân Dân,7860100,Nghiệp vụ Cảnh sát,D01,20.51,Điểm trúng tuyển nam; Địa bàn 1
