Tên trường,Mã ngành,Tên ngành,Tổ hợp môn,Điểm chuẩn,Ghi chú
Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,7310101_403,Kinh tế (Kinh tế và quản lý Công),A00; A01; D01; D07,25.7,
Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,7310101_403C,Kinh tế (Kinh tế và Quản lý Công) Chất lượng cao,A00; A01; D01; D07,25.4,
Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,7310106_402,Kinh tế quốc tế (kinh tế đối ngoại),A00; A01; D01; D07,26.9,
Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,7310106_402C,Kinh tế quốc tế (Kinh tế đối ngoại) Chất lượng cao,A00; A01; D01; D07,26.3,
Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,7310106_402CA,Kinh tế quốc tế (Kinh tế đối ngoại) Chất lượng cao bằng tiếng Anh,A00; A01; D01; D07,25.75,
Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,7310108_413,"Toán kinh tế (Toán ứng dụng trong kinh tế, quản trị và tài chính)",A00; A01; D01; D07,25.5,
Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,7310108_413C,"Toán kinh tế (Toán ứng dụng trong kinh tế, quản trị và tài chính) Chất lượng cao",A00; A01; D01; D07,25.05,
Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,7310108_413CA,"Toán kinh tế (Toán ứng dụng trong kinh tế, quản trị và tài chính) Chất lượng cao bằng tiếng Anh",A00; A01; D01; D07,24,
Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,7340101_407,Quản trị kinh doanh,A00; A01; D01; D07,26.55,
Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,7340101_407C,Quản trị kinh doanh Chất lượng cao,A00; A01; D01; D07,25.85,
Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,7340101_407CA,Quản trị kinh doanh Chất lượng cao bằng tiếng Anh,A00; A01; D01; D07,24.75,
Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,7340101_415,Quản trị kinh doanh (Quản trị du lịch và lữ hành),A00; A01; D01; D07,25.15,
Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,7340115_410,Marketing,A00; A01; D01; D07,27.35,
Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,7340115_410C,Marketing Chất lượng cao,A00; A01; D01; D07,26.85,
Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,2340115410CA,Marketing Chất lượng cao bằng tiếng Anh,A00; A01; D01; D07,26.3,
Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,7340120_408,Kinh doanh quốc tế,A00; A01; D01; D07,27.15,
Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,7340120408C,Kinh doanh quốc tế Chất lượng cao,A00; A01; D01; D07,26.85,
Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,7340120_408CA,Kinh doanh quốc tế Chất lượng cao bằng tiếng Anh,A00; A01; D01; D07,25.95,
Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,7340122_411,Thương mại điện tử,A00; A01; D01; D07,27.55,
Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,7340122_411C,Thương mại điện tử Chất lượng cao,A00; A01; D01; D07,26.75,
Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,7340122_411CA,Thương mại điện tử Chất lượng cao bằng tiếng Anh,A00; A01; D01; D07,25.95,
Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,7340201_404,Tài chính - Ngân hàng,A00; A01; D01; D07,26.05,
Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,7340201_404C,Tài chính - Ngân hàng Chất lượng cao,A00; A01; D01; D07,25.8,
Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,7340201_404CA,Tài chính - Ngân hàng Chất lượng cao bằng tiếng Anh,A00; A01; D01; D07,24.65,
Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,7340205_414,Công nghệ tài chính,A00; A01; D01; D07,26.65,
Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,7340205_414C,Công nghệ tài chính Chất lượng cao,A00; A01; D01; D07,26.1,
Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,7340301_405,kế toán,A00; A01; D01; D07,26.2,
Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,7340301_405C,kế toán Chất lượng cao,A00; A01; D01; D07,25.85,
Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,7340301_405CA,kế toán Chất lượng cao bằng tiếng Anh (Tích hợp chứng chỉ CFAB của Hiệp hội ICAEW),A00; A01; D01; D07,25,
Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,7340302_409,kiểm toán,A00; A01; D01; D07,26.6,
Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,7340302_409C,Kiểm toán Chất lượng cao,A00; A01; D01; D07,26.45,
Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,7340405_406,Hệ thống thông tin quản lý,A00; A01; D01; D07,26.85,
Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,7340405_406C,Hệ thống thông tin quản lý chất lượng cao,A00; A01; D01; D07,26.2,
Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,7340405_416C,Hệ thống thông tin quản lý (kinh doanh số và Trí tuệ nhân tạo) Chất lượng cao,A00; A01; D01; D07,26.35,
Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,7380101_503,Luật (Luật dân sự),A00; A01; D01; D07,25.7,
Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,7380101_503C,Luật (Luật dân sự) Chất lượng cao,A00; A01; D01; D07,25.3,
Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,7380101_503CA,Luật (Luật dân sự) Chất lượng cao bằng tiếng Anh,A00; A01; D01; D07,25,
Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,7380101_504,Luật (Luật Tài chính - Ngân hàng),A00; A01; D01; D07,25.8,
Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,7380101_504C,Luật (Luật Tài chính - Ngân hàng) Chất lượng cao,A00; A01; D01; D07,24.7,
Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,7380101_504CP,Luật (Luật Tài chính - Ngân hàng) Chất lượng cao tăng cường tiếng Pháp,A00; A01; D01; D07,23.4,
Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,7380101_505,Luật (Luật và chính sách công),A00; A01; D01; D07,23.5,
Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,7380107_501,Luật kinh tế (Luật kinh doanh),A00; A01; D01; D07,26.7,
Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,7380107_501C,Luật kinh tế (Luật kinh doanh) Chất lượng cao,A00; A01; D01; D07,26.4,
Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,7380107_502,Luật kinh tế (Luật thương mại quốc tế),A00; A01; D01; D07,26.7,
Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,7380107_502C,Luật kinh tế (Luật thương mại quốc tế) Chất lượng cao,A00; A01; D01; D07,26.45,
Đại học Kinh Tế Luật – Đại Học Quốc Gia TPHCM,7380107_502A,Luật kinh tế (Luật thương mại quốc tế) Chất lượng cao bằng Tiếng Anh),A00; A01; D01; D07,24.65,
Đại Học Quốc Tế – Đại Học Quốc Gia TPHCM,7220201,Ngôn Ngữ Anh,D01; D09; D14; D15,25,
Đại Học Quốc Tế – Đại Học Quốc Gia TPHCM,7340101,Quản trị Kinh doanh,A00; A01; D01; D07,23,
Đại Học Quốc Tế – Đại Học Quốc Gia TPHCM,7340201,Tài chính Ngân hàng,A00; A01; D01; D07,22,
Đại Học Quốc Tế – Đại Học Quốc Gia TPHCM,7340301,Kế toán,A00; A01; D01; D07,22,
Đại Học Quốc Tế – Đại Học Quốc Gia TPHCM,7420201,Công nghệ Sinh học,A00; B00; B08; D07,20,
Đại Học Quốc Tế – Đại Học Quốc Gia TPHCM,7440112,Hoá học (Hóa sinh),A00; B00; B08; D07,18,
Đại Học Quốc Tế – Đại Học Quốc Gia TPHCM,7540101,Công nghệ Thực phẩm,A00; A01; B00; D07,20,
Đại Học Quốc Tế – Đại Học Quốc Gia TPHCM,7520301,Kỹ thuật hóa học,A00; A01; B00; D07,20,
Đại Học Quốc Tế – Đại Học Quốc Gia TPHCM,7480201,Công nghệ Thông tin,A00; A01,27.5,
Đại Học Quốc Tế – Đại Học Quốc Gia TPHCM,7480108,Khoa học dữ liệu,A00; A01,26,
Đại Học Quốc Tế – Đại Học Quốc Gia TPHCM,7480101,Khoa học máy tính,A00; A01,25,
Đại Học Quốc Tế – Đại Học Quốc Gia TPHCM,7520216,Kỹ thuật Điều khiển & Tự động hoá,A00; A01; B00; D01,21.5,
Đại Học Quốc Tế – Đại Học Quốc Gia TPHCM,7520207,Kỹ thuật Điện tử Viễn thông,A00; A01; B00; D01,21,
Đại Học Quốc Tế – Đại Học Quốc Gia TPHCM,7510605,Logistics & Quản lý chuỗi cung ứng,A00; A01; D01,25,
Đại Học Quốc Tế – Đại Học Quốc Gia TPHCM,7520118,Kỹ thuật Hệ thống Công nghiệp,A00; A01; D01,20,
Đại Học Quốc Tế – Đại Học Quốc Gia TPHCM,7520212,Kỹ thuật Y sinh,A00; B00; B08; D07,22,
Đại Học Quốc Tế – Đại Học Quốc Gia TPHCM,7580201,Kỹ Thuật Xây dựng,A00; A01,20,
Đại Học Quốc Tế – Đại Học Quốc Gia TPHCM,7580302,Quản lý xây dựng,A00; A01; D01; D07,20,
Đại Học Quốc Tế – Đại Học Quốc Gia TPHCM,7460112,Toán ứng dụng (Kỹ thuật Tài chính & Quản trị rủi ro),A00; A01,20,
Đại Học Quốc Tế – Đại Học Quốc Gia TPHCM,7520121,Kỹ Thuật Không Gian,A00; A01; A02; D90,21,
Đại Học Quốc Tế – Đại Học Quốc Gia TPHCM,7520320,Kỹ Thuật Môi Trường,A00; A02; B00; D07,18,
Đại Học Khoa Học Tự Nhiên – Đại Học Quốc Gia TPHCM,7420101,Sinh học,A02; B00; B08,17,
Đại Học Khoa Học Tự Nhiên – Đại Học Quốc Gia TPHCM,7420101_CLC,Sinh học (CT Chất lượng cao),A02; B00; B08,17,
Đại Học Khoa Học Tự Nhiên – Đại Học Quốc Gia TPHCM,7420201,Công nghệ Sinh học,A02; B00; B08; D90,23.75,
Đại Học Khoa Học Tự Nhiên – Đại Học Quốc Gia TPHCM,7420201_CLC,Công nghệ Sinh học (CT Chất lượng cao),A02; B00; B08; D90,24,
Đại Học Khoa Học Tự Nhiên – Đại Học Quốc Gia TPHCM,7440102,Vật lý học,A00; A01; A02; D90,20,
Đại Học Khoa Học Tự Nhiên – Đại Học Quốc Gia TPHCM,7440112,Hóa học,A00; B00; D07; D90,24.2,
Đại Học Khoa Học Tự Nhiên – Đại Học Quốc Gia TPHCM,7440112_CLC,Hóa học (CT Chất lượng cao),A00; B00; D07; D90,23.6,
Đại Học Khoa Học Tự Nhiên – Đại Học Quốc Gia TPHCM,7440122,Khoa học Vật liệu,A00; A01; B00; D07,17,
Đại Học Khoa Học Tự Nhiên – Đại Học Quốc Gia TPHCM,7440201,Địa chất học,A00; A01; B00; D07,17,
Đại Học Khoa Học Tự Nhiên – Đại Học Quốc Gia TPHCM,7440228,Hải dương học,A00; A01; B00; D07,17,
Đại Học Khoa Học Tự Nhiên – Đại Học Quốc Gia TPHCM,7440301,Khoa học Môi trường,A00; B00; B08; D07,17,
Đại Học Khoa Học Tự Nhiên – Đại Học Quốc Gia TPHCM,7440301_CLC,Khoa học Môi trường (CT Chất lượng cao),A00; B00; B08; D07,17,
Đại Học Khoa Học Tự Nhiên – Đại Học Quốc Gia TPHCM,7460101_NN,"Nhóm ngành Toán học, Toán ứng dụng, Toán tin",A00; A01; B00; D01,24.75,
Đại Học Khoa Học Tự Nhiên – Đại Học Quốc Gia TPHCM,7460108,Khoa học dữ liệu,A00; A01; B08; D07,26.7,
Đại Học Khoa Học Tự Nhiên – Đại Học Quốc Gia TPHCM,7480101_TT,Khoa học Máy tính (CT Tiên tiến),A00; A01; B08; D07,28.2,
Đại Học Khoa Học Tự Nhiên – Đại Học Quốc Gia TPHCM,7480201_CLC,Công nghệ Thông tin (CT Chất lượng cao),A00; A01; B08; D07,27.2,
Đại Học Khoa Học Tự Nhiên – Đại Học Quốc Gia TPHCM,7480201_NN,Nhóm ngành Máy tính và Công nghệ Thông tin,A00; A01; B08; D07,27.2,
Đại Học Khoa Học Tự Nhiên – Đại Học Quốc Gia TPHCM,7510401_CLC,Công nghệ Kỹ thuật Hóa học (CT Chất lượng cao),A00; B00; D07; D90,24.65,
Đại Học Khoa Học Tự Nhiên – Đại Học Quốc Gia TPHCM,7510402,Công nghệ Vật liệu,A00; A01; B00; D07,23,
Đại Học Khoa Học Tự Nhiên – Đại Học Quốc Gia TPHCM,7510406,Công nghệ Kỹ thuật Môi trường,A00; B00; B08; D07,17,
Đại Học Khoa Học Tự Nhiên – Đại Học Quốc Gia TPHCM,7520207,Kỹ thuật Điện tử - Viễn thông,A00; A01; D07; D90,24.25,
Đại Học Khoa Học Tự Nhiên – Đại Học Quốc Gia TPHCM,7520207_CLC,Kỹ thuật Điện tử - Viễn thông (CT Chất lượng cao),A00; A01; D07; D90,24.25,
Đại Học Khoa Học Tự Nhiên – Đại Học Quốc Gia TPHCM,7520402,Kỹ thuật Hạt nhân,A00; A01; A02; D90,17,
Đại Học Khoa Học Tự Nhiên – Đại Học Quốc Gia TPHCM,7520403,Vật lý Y khoa,A00; A01; A02; D90,24,
Đại Học Khoa Học Tự Nhiên – Đại Học Quốc Gia TPHCM,7520501,Kỹ thuật Địa chất,A00; A01; B00; D07,17,
Đại Học Khoa Học Tự Nhiên – Đại Học Quốc Gia TPHCM,7850101,Quản lý tài nguyên và môi trường,A00; B00; B08; D07,17,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7140101,Giáo dục học,C00,23.6,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7140101,Giáo dục học,B00; D01,22.8,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7140114,Quản lý giáo dục,C00,24,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7140114,Quản lý giáo dục,A01; D01; D14,23,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7220201,Ngôn ngữ Anh,D01,26.3,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7220201_CLC,Ngôn ngữ Anh - Chất lượng cao,D01,25.45,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7220202,Ngôn ngữ Nga,D01; D02,20.25,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7220203,Ngôn ngữ Pháp,D01,23.4,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7220203,Ngôn ngữ Pháp,D03,23,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7220204,Ngôn ngữ Trung Quốc,D01,25.4,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7220204,Ngôn ngữ Trung Quốc,D04,25.9,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7220204_CLC,Ngôn ngữ Trung Quốc - Chất lượng cao,D01,24.25,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7220204_CLC,Ngôn ngữ Trung Quốc - Chất lượng cao,D04,24.5,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7220205,Ngôn ngữ Đức,D01,23.5,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7220205,Ngôn ngữ Đức,D05,23,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7220205_CLC,Ngôn ngữ Đức - Chất lượng cao,D01,21.75,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7220205_CLC,Ngôn ngữ Đức - Chất lượng cao,D05,21.5,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7220206,Ngôn ngữ Tây Ban Nha,D01; D03; D05,22.5,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7220208,Ngôn ngữ Italia,D01; D03; D05,20,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7229001,Triết học,C00,24,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7229001,Triết học,A01; D01; D14,23,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7229009,Tôn giáo học,C00,22.25,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7229009,Tôn giáo học,D01; D14,21.25,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7229010,Lịch sử,C00,24.6,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7229010,Lịch sử,D01; D14; D15,24.1,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7229020,Ngôn ngữ học,C00,25.5,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7229020,Ngôn ngữ học,D01; D14,24.35,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7229030,Văn học,C00,26.6,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7229030,Văn học,D01; D14,25.25,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7229040,Văn hoá học,C00,26.5,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7229040,Văn hoá học,D01; D14; D15,25.25,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7310206,Quan hệ quốc tế,D14,26.6,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7310206,Quan hệ quốc tế,D01,26.2,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7310206_CLC,Quan hệ quốc tế - Chất lượng cao,D14,25.6,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7310206_CLC,Quan hệ quốc tế - Chất lượng cao,D01,25.3,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7310301,Xã hội học,C00,25.3,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7310301,Xã hội học,A00; D01; D14,23.8,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7310302,Nhân học,C00,21.25,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7310302,Nhân học,D01; D14; D15,21,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7310401,Tâm lý học,C00,26.9,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7310401,Tâm lý học,B00; D14,25.8,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7310401,Tâm lý học,D01,25.7,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7310403,Tâm lý học giáo dục,B00,24.4,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7310403,Tâm lý học giáo dục,B08; D14,24.5,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7310403,Tâm lý học giáo dục,D01,24.3,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7310501,Địa lý học,A01; C00; D01; D15,20.25,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7310608,Đông phương học,D04; D14,24.6,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7310608,Đông phương học,D01,24.2,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7310613,Nhật Bản học,D14,26,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7310613,Nhật Bản học,D01,25.9,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7310613,Nhật Bản học,D06; D63,25.45,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7310613_CLC,Nhật Bản học - Chất lượng cao,D14,24.4,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7310613_CLC,Nhật Bản học - Chất lượng cao,D01; D06; D63,23.4,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7310614,Hàn Quốc học,D01; D14; DD2; DH5,25.45,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7310630,Việt Nam học,C00,26,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7310630,Việt Nam học,D01; D14; D15,25.5,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7320101,Báo chí,C00,28.25,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7320101,Báo chí,D14,27.15,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7320101,Báo chí,D01,27,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7320101_CLC,Báo chí - Chất lượng cao,C00,27.5,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7320101_CLC,Báo chí - Chất lượng cao,D14,25.6,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7320101_CLC,Báo chí - Chất lượng cao,D01,25.3,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7320104,Truyền thông đa phương tiện,D14; D15,27.55,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7320104,Truyền thông đa phương tiện,D01,27.15,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7320201,Thông tin thư viện,C00,23.5,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7320201,Thông tin thư viện,A01; D01; D14,21.75,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7320205,Quản lý thông tin,C00,26.75,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7320205,Quản lý thông tin,A01; D14,25,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7320205,Quản lý thông tin,D01,24.5,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7320303,Lưu trữ học,C00,21.75,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7320303,Lưu trữ học,D01; D14; D15,21.75,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7340406,Quản trị văn phòng,C00,26.75,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7340406,Quản trị văn phòng,D01; D14,25.05,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7580112,Đô thị học,C00,21.5,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7580112,Đô thị học,A01; D14,21,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7580112,Đô thị học,D01,20.75,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7760101,Công tác xã hội,C00,22.6,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7760101,Công tác xã hội,D01; D14; D15,21.75,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7810103,Quản trị dịch vụ du lịch và lữ hành,C00,27.6,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7810103,Quản trị dịch vụ du lịch và lữ hành,D14,25.8,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7810103,Quản trị dịch vụ du lịch và lữ hành,D01; D15,25.6,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7810103_CLC,Quản trị dịch vụ du lịch và lữ hành - Chất lượng cao,C00,25,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7810103_CLC,Quản trị dịch vụ du lịch và lữ hành - Chất lượng cao,D14; D15,24.2,
Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia TPHCM,7810103_CLC,Quản trị dịch vụ du lịch và lữ hành - Chất lượng cao,D01,24,
Khoa Y - Đại học Quốc Gia TPHCM,7720101_CLC,Y khoa (CLC),B00,26.45,
Khoa Y - Đại học Quốc Gia TPHCM,7720101_CLCA,"Y khoa (CLC, KHCCTA)",B00,25.6,
Khoa Y - Đại học Quốc Gia TPHCM,7720201_CLC,Dược học (CLC),A00,25.3,
Khoa Y - Đại học Quốc Gia TPHCM,7720201_CLC,Dược học (CLC),B00,25.3,
Khoa Y - Đại học Quốc Gia TPHCM,7720201_CLCA,"Dược học (CLC, KHCCTA)",A00,23.5,
Khoa Y - Đại học Quốc Gia TPHCM,7720201_CLCA,"Dược học (CLC, KHCCTA)",B00,25.45,
Khoa Y - Đại học Quốc Gia TPHCM,7720501_CLC,Răng - Hàm - Mặt (CLC),B00,26.1,
Khoa Y - Đại học Quốc Gia TPHCM,7720501_CLC,"Răng - Hàm - Mặt (CLC, KHCCTA)",B00,25.4,
Khoa Y - Đại học Quốc Gia TPHCM,7720115,Y học cổ truyền,B00,21,
Khoa Y - Đại học Quốc Gia TPHCM,7720301,Điều dưỡng,B00,19,
Đại học Sao Đỏ,7520216,Kỹ thuật điều khiển và Tự động hóa,A00; A09; C04; D01,17,
Đại học Sao Đỏ,7510301,"Công nghệ kỹ thuật điện, điện tử",A00; A09; C04; D01,17,
Đại học Sao Đỏ,7510302,"Công nghệ kỹ thuật điện tử, viễn thông",A00; A09; C04; D01,16,
Đại học Sao Đỏ,7510201,Công nghệ kỹ thuật cơ khí,A00; A09; C04; D01,17,
Đại học Sao Đỏ,7520114,Kỹ thuật cơ điện tử,A00; A09; C04; D01,16,
Đại học Sao Đỏ,7510205,Công nghệ kỹ thuật ô tô,A00; A09; C04; D01,17,
Đại học Sao Đỏ,7480201,Công nghệ thông tin,A00; A09; C04; D01,17,
Đại học Sao Đỏ,7540204,"Công nghệ dệt, may",A00; A09; C04; D01,16,
Đại học Sao Đỏ,7340101,Quản trị kinh doanh,A00; A09; C04; D01,16,
